ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Industry,ID PUMS Industry,Slug PUMS Industry,ID Industry Sector,Industry Sector,Slug Industry Sector,ID Industry Sub-Sector,Industry Sub-Sector,Slug Industry Sub-Sector
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151141","Database administrators",2017,"2017","true","true",666,633.5937640472991,57374.80480480481,18835.556895494035,5,"database-administrators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472040","Carpet, floor, & tile installers & finishers",2017,"2017","true","true",96907,7640.289792864487,36107.16834697184,2243.357941216259,756,"carpet-floor-tile-installers-finishers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","290000","Healthcare practitioners & technical occupations","290000","Healthcare practitioners & technical occupations","299000","Other healthcare practitioners & technical Occupations",2017,"2017","true","true",5332,1792.7180480813931,88551.12134283572,25524.036158125848,51,"other-healthcare-practitioners-technical-occupations","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113061","Purchasing managers",2017,"2017","true","true",12639,2760.0219453628615,75074.77126354934,10719.550766469485,134,"purchasing-managers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499044","Millwrights",2017,"2017","true","true",11608,2645.065273110693,56324.743452791176,6082.9364880471985,120,"millwrights","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472031","Carpenters",2017,"2017","true","true",840661,22446.358386526805,39836.698192255855,859.6233347601636,6813,"carpenters","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","110000-130000","Management, business, & financial occupations","110000","Management occupations","113011","Administrative services managers (Legacy)",2017,"2017","true","true",2442,1213.2323965934318,90453.79811629812,37982.8080201691,21,"administrative-services-managers-legacy","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","472011","Boilermakers",2017,"2017","true","true",5671,1848.8268755458125,58358.85275965438,9148.695994859934,45,"boilermakers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","332020","Fire inspectors",2017,"2017","true","true",541,571.047975127576,42675.5415896488,16514.665483082015,5,"fire-inspectors","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"110000-290000","Management, business, science, & arts occupations","150000-190000","Computer, engineering, & science occupations","150000","Computer & mathematical occupations","151142","Network & computer systems administrators",2017,"2017","true","true",1937,1080.52973217317,63464.038203407334,11071.883895944324,23,"network-computer-systems-administrators","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"310000-390000","Service Occupations","330000","Protective service occupations","330000","Protective service occupations","333050","Police officers",2017,"2017","true","true",416,500.74983218980566,49200.668269230766,10479.86339530625,5,"police-officers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","490000","Installation, maintenance, & repair occupations","490000","Installation, maintenance, & repair occupations","499043","Maintenance workers, machinery",2017,"2017","true","true",1392,915.9933695093468,47117.9224137931,12214.368804614927,17,"maintenance-workers-machinery","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
"450000-490000","Natural resources, construction, & maintenance occupations","470000","Construction & Extraction Occupations","470000","Construction & Extraction Occupations","471011","Firstline supervisors of construction trades & extraction workers",2017,"2017","true","true",664367,19966.408445630474,65129.68644740031,1507.4374152109697,6546,"firstline-supervisors-of-construction-trades-extraction-workers","Construction","23","construction-23","23","Construction","construction","23","Construction","construction-23"
